Счётчики электрической энергии – отчёт о по устройствам;;;;;;;;;;;;;;;;;;;;;;;;;;
за период с 28.02.2025 по 31.03.2025;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
№ п/п;Объект;Город;Улица;Дом;Подъезд;Этаж;Квартира;Потребитель;Место установки;Модем;Название и заводской № счетчика;Последнее сообщение;Базовая станция/УСПД;SNR;Лучшая БС;Средний SNR этой БС;Тип модема;Тариф 1;;;Тариф 2;;;Сумма;;
9;23222232, ГР-38;;23222232;ГР-38;;;;ГР-38;;7FCDBF;8375743;01.04.2025 05:46 MSK;12945;35;12945;35;ФОБОС однофазный непосредственного включения;384,733;12,124;396,857;1166,46;108,771;1275,231;1551,193;120,895;1672,088
10;23222232, ГР-40;;23222232;ГР-40;;;;ГР-40;;8E4EF6;9326326;01.04.2025 05:11 MSK;12945;54;12945;49;ФОБОС Лайт однофазный непосредственного включения;24,428;0;24,428;6,65;0;6,65;31,078;0;31,078
11;Верхняя;;Верхняя;;;;;Заречная верхняя;;AF3AB7;11483831;01.04.2025 05:02 MSK;12945;47;12945;44;ФОБОС трёхфазный непосредственного включения;2,445;1960,977;1963,422;0;1013,948;1013,948;2,445;2974,925;2977,37
12;Веселая;;Веселая;;;;;Веселая;;7DFB61;8256353;01.04.2025 05:48 MSK;12945;40;12945;41;ФОБОС трёхфазный сплит непосредственного включения;288563,52;8977,088;297540,608;192331,888;6587,696;198919,584;480895,408;15564,784;496460,192
13;Веселая, 4;;Веселая;4;;;;4;;7CF06F;8188015;01.04.2025 05:14 MSK;12945;36;12945;33;ФОБОС трёхфазный сплит непосредственного включения;253,71;0,201;253,911;23,358;0;23,358;277,068;0,201;277,269
14;Веселая, 6;;Веселая;6;;;;6;;710D4A;11066755;25.08.2023 08:51 MSK;12945;43;12945;42;ФОБОС однофазный непосредственного включения;599,323;0;599,323;139,729;0;139,729;755,436;0;755,436
15;Веселая, 7;;Веселая;7;;;;7;;8928E7;8988903;01.04.2025 05:33 MSK;12945;29;12945;30;ФОБОС Лайт однофазный непосредственного включения;2177,808;286,996;2464,804;1099,876;271,115;1370,991;3277,684;558,111;3835,795
16;Веселая, 10;;Веселая;10;;;;10;;9001D2;9437650;01.04.2025 05:40 MSK;12945;46;12945;46;ФОБОС трёхфазный сплит непосредственного включения;20413,664;1446,608;21860,272;9335,82;779,166;10114,986;29749,484;2225,774;31975,258
17;Веселая, 11;;Веселая;11;;;;11;;71944C;7443532;01.04.2025 05:22 MSK;12945;33;12945;34;ФОБОС однофазный непосредственного включения;1403,408;0;1403,408;615,259;0;615,259;2018,667;0;2018,667
18;Веселая, 12;;Веселая;12;;;;12;;70DE19;7396889;17.03.2025 10:12 MSK;12945;42;12945;42;ФОБОС однофазный непосредственного включения;67,213;0;67,213;42,294;0;42,294;109,507;0;109,507
19;Веселая, 13;;Веселая;13;;;;13;;8410DB;8655067;01.04.2025 05:40 MSK;12945;43;12945;42;ФОБОС трёхфазный сплит непосредственного включения;34496,1;1093,552;35589,652;15285,225;504,368;15789,593;49781,325;1597,92;51379,245
20;Веселая, 46;;Веселая;46;;;;46;;A850AD;11030701;01.04.2025 05:28 MSK;12945;43;12945;49;ФОБОС однофазный сплит непосредственного включения;0,447;11,125;11,572;0;0,008;0,008;0,447;11,133;11,58
21;Веселая, 47;;Веселая;47;;;;47;;A3AF13;10727187;01.04.2025 05:40 MSK;12945;47;12945;46;ФОБОС трёхфазный непосредственного включения;6420,372;665,016;7085,388;6118,658;811,532;6930,19;12539,03;1476,548;14015,578
22;Веселая, 48;;Веселая;48;;;;48;;70DE23;11064855;15.11.2024 17:12 MSK;12945;64;12945;63;ФОБОС однофазный непосредственного включения;6687,267;0;6687,267;4242,141;0;4242,141;10929,408;0;10929,408
23;Веселая, 51;;Веселая;51;;;;51;;7112B6;11073688;31.03.2025 23:27 MSK;12945;48;12945;45;ФОБОС трёхфазный непосредственного включения;26691,26;401,736;27092,996;15433,72;347,449;15781,169;42189,204;749,185;42938,389
24;Веселая, 52;;Веселая;52;;;;Орехова Екатерина Валерьевна;;7E12D9;8262361;01.04.2025 05:32 MSK;12945;55;12945;55;ФОБОС трёхфазный сплит непосредственного включения;52072,296;1603,468;53675,764;24577,86;901,506;25479,366;76650,156;2504,974;79155,13
25;Веселая, 53;;Веселая;53;;;;53;;711296;11073656;01.04.2025 05:20 MSK;12945;38;12945;43;ФОБОС трёхфазный непосредственного включения;1484,789;0;1484,789;783,741;0;783,741;2268,53;0;2268,53
26;Веселая, 54;;Веселая;54;;;;54;;7CC5B4;8177076;01.04.2025 05:06 MSK;12945;36;12945;34;ФОБОС однофазный сплит непосредственного включения;65,591;0,703;66,294;0,001;0;0,001;65,592;0,703;66,295
27;Веселая, 55;;Веселая;55;;;;55;;7A54D0;8017104;01.04.2025 05:39 MSK;12945;49;12945;51;ФОБОС трёхфазный непосредственного включения;21097,084;941,196;22038,28;10295,824;345,272;10641,096;31392,908;1286,468;32679,376
28;Веселая, 61;;Веселая;61;;;;61;;77C845;7850053;01.04.2025 05:01 MSK;12945;34;12945;34;ФОБОС трёхфазный непосредственного включения;33964,76;551,632;34516,392;77162,024;1791,544;78953,568;111126,784;2343,176;113469,96
29;Веселая, 63;;Веселая;63;;;;63;;71C571;7456113;01.04.2025 04:11 MSK;12945;30;12945;27;ФОБОС однофазный непосредственного включения;21,929;0;21,929;12,711;0;12,711;34,64;0;34,64
30;Веселая, 64;;Веселая;64;;;;64;;A40756;10749782;01.04.2025 05:42 MSK;12945;43;12945;33;ФОБОС Лайт однофазный непосредственного включения;3039,478;313,3;3352,778;1206,963;219,344;1426,307;4246,441;532,644;4779,085
31;Веселая, 65;;Веселая;65;;;;65;;AF3AC8;11483848;01.04.2025 05:40 MSK;12945;47;12945;47;ФОБОС трёхфазный непосредственного включения;2377,315;820,627;3197,942;1184,157;446,816;1630,973;3561,472;1267,443;4828,915
32;Веселая, 66;;Веселая;66;;;;66;;8C98DF;9214175;01.04.2025 05:37 MSK;12945;42;12945;40;ФОБОС Лайт однофазный непосредственного включения;902,02;14,353;916,373;330,077;1,845;331,922;1232,097;16,198;1248,295
33;Веселая, 67;;Веселая;67;;;;Гинда Ольга Рудольфовна;;860246;8782406;01.04.2025 05:38 MSK;12945;57;12945;57;ФОБОС трёхфазный сплит непосредственного включения;8456,179;927,773;9383,952;3432,458;448,715;3881,173;11888,637;1376,488;13265,125
34;Веселая, 69;;Веселая;69;;;;69;;A5E42B;10871851;01.04.2025 05:12 MSK;12945;50;12945;53;ФОБОС Лайт однофазный непосредственного включения;1000,197;94,633;1094,83;222,072;27,113;249,185;1222,269;121,746;1344,015
35;Веселая, 70;;Веселая;70;;;;70;;AC6EDF;11300575;01.04.2025 05:38 MSK;12945;46;12945;49;ФОБОС Лайт однофазный непосредственного включения;1271,041;237,19;1508,231;507,11;103,544;610,654;1778,151;340,734;2118,885
36;Веселая, 71;;Веселая;71;;;;71;;7C7B8A;8158090;01.04.2025 05:01 MSK;12945;56;12945;55;ФОБОС однофазный непосредственного включения;278,492;5,062;283,554;26,193;0;26,193;304,685;5,062;309,747
37;Веселая, 72;;Веселая;72;;;;72;;715002;11068075;01.04.2025 00:04 MSK;12945;52;12945;51;ФОБОС однофазный непосредственного включения;923;0;923;283,409;0;283,409;1206,489;0;1206,489
38;Веселая, 73;;Веселая;73;;;;73;;70DE3D;11064820;29.03.2025 00:02 MSK;12945;50;12945;51;ФОБОС однофазный непосредственного включения;1569,369;0;1569,369;606,655;0;606,655;2176,024;0;2176,024
39;Веселая, 74;;Веселая;74;;;;74;;71C537;7456055;21.03.2025 13:35 MSK;12945;68;12945;59;ФОБОС однофазный непосредственного включения;79,455;0;79,455;13,933;0;13,933;93,388;0;93,388
40;Веселая, 75;;Веселая;75;;;;75;;781C4C;7871564;01.04.2025 05:38 MSK;12945;46;12945;43;ФОБОС однофазный сплит непосредственного включения;21,315;0,008;21,323;0,014;0,001;0,015;21,329;0,009;21,338
41;Веселая, 76;;Веселая;76;;;;76;;856F04;8744708;01.04.2025 05:35 MSK;12945;53;12945;50;ФОБОС однофазный сплит непосредственного включения;3825,358;34,348;3859,706;1723,358;0;1723,358;5548,716;34,348;5583,064
42;Веселая, 77;;Веселая;77;;;;77;;AC9BA4;11312036;01.04.2025 05:39 MSK;12945;51;12945;51;ФОБОС Лайт однофазный непосредственного включения;55,776;2,593;58,369;0;0;0;55,776;2,593;58,369
43;Графские развалины, ГР-8;;Графские развалины;ГР-8;;;;ГР-8;;8E936B;9343851;01.04.2025 05:36 MSK;12945;49;12945;47;ФОБОС трёхфазный сплит непосредственного включения;3,838;0,022;3,86;2,609;0;2,609;6,447;0,022;6,469
44;Графские развалины, ГР-45;;Графские развалины;ГР-45;;;;ГР-45;;9241A8;9585064;01.04.2025 05:22 MSK;12945;59;12945;56;ФОБОС однофазный сплит непосредственного включения;753,006;20,187;773,193;219,477;8,232;227,709;972,483;28,419;1000,902
45;Заречная;;Заречная;;;;;Историческая;;841A03;8657411;01.04.2025 05:49 MSK;12945;44;12945;42;ФОБОС трёхфазный сплит непосредственного включения;183391,328;5791,472;189182,8;83184,504;2911,168;86095,672;266575,832;8702,64;275278,472
46;Заречная, 116;;Заречная;116;;;;116;;71F041;7467073;01.04.2025 05:09 MSK;12945;34;12945;32;ФОБОС трёхфазный непосредственного включения;4839,741;0,654;4840,395;2305,657;0,284;2305,941;7145,4;0,938;7146,338
47;Историческая, 83;;Историческая;83;;;;83;;71C50F;7456015;25.08.2023 08:39 MSK;12945;50;12945;51;ФОБОС однофазный непосредственного включения;0,694;0;0,694;0;0;0;0,694;0;0,694
48;Историческая, 86;;Историческая;86;;;;86;;782582;7873922;01.04.2025 05:51 MSK;12945;45;12945;45;ФОБОС однофазный сплит непосредственного включения;485,776;0,256;486,032;67,37;0,001;67,371;553,146;0,257;553,403
49;Историческая, 88;;Историческая;88;;;;88;;77ED2A;7859498;01.04.2025 05:50 MSK;12945;46;12945;44;ФОБОС однофазный сплит непосредственного включения;279,653;1,952;281,605;0,331;0;0,331;279,984;1,952;281,936
50;Историческая, 89;;Историческая;89;;;;89;;9271D5;9597397;01.04.2025 05:40 MSK;12945;47;12945;50;ФОБОС трёхфазный сплит непосредственного включения;2167,12;189,528;2356,648;623,769;103,813;727,582;2790,889;293,341;3084,23
51;Историческая, 90;;Историческая;90;;;;90;;71C562;7456098;13.09.2024 17:02 MSK;12945;45;12945;39;ФОБОС однофазный непосредственного включения;12,332;0;12,332;0;0;0;12,332;0;12,332
52;Историческая, 91;;Историческая;91;;;;91;;7E0220;8258080;01.04.2025 05:39 MSK;12945;43;12945;44;ФОБОС трёхфазный сплит непосредственного включения;4285,195;59,65;4344,845;1699,847;25,444;1725,291;5985,042;85,094;6070,136
53;Историческая, 93;;Историческая;93;;;;93;;710D47;11066778;27.03.2025 23:28 MSK;12945;47;12945;48;ФОБОС однофазный непосредственного включения;2709,255;0;2709,255;831,455;0;831,455;3540,712;0;3540,712
54;Историческая, 104;;Историческая;104;;;;104;;AC898E;11307406;01.04.2025 05:40 MSK;12945;29;12945;28;ФОБОС трёхфазный непосредственного включения;3281,981;548,81;3830,791;1185,421;193,67;1379,091;4467,402;742,48;5209,882
55;Историческая, 105;;Историческая;105;;;;Шульга Анна Александровна;;860075;8781941;01.04.2025 05:40 MSK;12945;45;12945;40;ФОБОС трёхфазный сплит непосредственного включения;86846,2;2293,608;89139,808;43599,764;1467,036;45066,8;130445,964;3760,644;134206,608
56;Историческая, 106;;Историческая;106;;;;106;;715FDC;7430108;01.04.2025 05:34 MSK;12945;31;12945;31;ФОБОС однофазный непосредственного включения;0,505;0,001;0,506;0,258;0;0,258;0,763;0,001;0,764
57;Историческая, 107;;Историческая;107;;;;107;;71EE4B;7466571;28.03.2025 02:57 MSK;12945;38;12945;33;ФОБОС трёхфазный непосредственного включения;2733,038;0;2733,038;1121,578;0;1121,578;3854,616;0;3854,616
58;Историческая, 108;;Историческая;108;;;;108;;7E16EF;8263407;01.04.2025 05:33 MSK;12945;47;12945;43;ФОБОС трёхфазный сплит непосредственного включения;6139,936;0,465;6140,401;2475,32;0;2475,32;8615,256;0,465;8615,721
59;Историческая, 109;;Историческая;109;;;;109;;AF3210;11481616;01.04.2025 05:53 MSK;12945;44;12945;43;ФОБОС трёхфазный непосредственного включения;0,049;1115,485;1115,534;0;535,052;535,052;0,049;1650,537;1650,586
60;Историческая, 110;;Историческая;110;;;;110;;76271B;7743259;01.04.2025 05:27 MSK;12945;45;12945;46;ФОБОС однофазный сплит непосредственного включения;1275,665;0,577;1276,242;195,195;0;195,195;1470,86;0,577;1471,437
61;Историческая, 111;;Историческая;111;;;;111;;70C3CF;11071567;01.04.2025 05:20 MSK;12945;29;12945;29;ФОБОС трёхфазный непосредственного включения;5509,306;0,001;5509,307;2927,275;0,003;2927,278;8436,58;0,005;8436,585
62;Историческая, 112;;Историческая;112;;;;112;;71BE85;7454341;28.03.2025 03:33 MSK;12945;31;12945;28;ФОБОС однофазный непосредственного включения;560,359;0,001;560,36;285,093;0,001;285,094;845,452;0,002;845,454
63;Историческая, 113;;Историческая;113;;;;113;;AF3AB1;11483825;01.04.2025 05:43 MSK;12945;23;12945;21;ФОБОС трёхфазный непосредственного включения;2591,996;1205,94;3797,936;1073,342;399,74;1473,082;3665,338;1605,68;5271,018
64;Историческая, 141;;Историческая;141;;;;141;;AB2DD7;11218391;01.04.2025 05:44 MSK;12945;35;12945;37;ФОБОС трёхфазный сплит непосредственного включения;55,28;139,968;195,248;1,146;4,051;5,197;56,426;144,019;200,445
65;Историческая, 142;;Историческая;142;;;;142;;7F6679;8349305;01.04.2025 05:40 MSK;12945;53;12945;52;ФОБОС трёхфазный сплит непосредственного включения;9425,418;161,017;9586,435;5153,568;95,561;5249,129;14578,986;256,578;14835,564
66;Историческая, 145;;Историческая;145;;;;Якименко Виктория Владимировна;;853FB3;8732595;01.04.2025 05:33 MSK;12945;57;12945;56;ФОБОС однофазный сплит непосредственного включения;61,894;3,699;65,593;0;0;0;61,894;3,699;65,593
67; Морская, М28;; Морская;М28;;;;М28;;864F2A;8802090;01.04.2025 05:43 MSK;12945;36;12945;35;ФОБОС трёхфазный сплит непосредственного включения;239,043;27,779;266,822;12,498;0;12,498;251,541;27,779;279,32
68;Морская, 97;;Морская;97;;;;97;;8620F4;8790260;01.04.2025 05:20 MSK;12945;42;12945;42;ФОБОС трёхфазный сплит непосредственного включения;207,73;1,24;208,97;0,275;0;0,275;208,005;1,24;209,245
69;Морская, 115;;Морская;115;;;;115;;7A6A5F;8022623;01.04.2025 05:50 MSK;12945;43;12945;39;ФОБОС однофазный непосредственного включения;16457,313;385,267;16842,58;5965,195;166,153;6131,348;22422,508;551,42;22973,928
70;Морская, 173;;Морская;173;;;;173;;7514DA;7673050;01.04.2025 05:12 MSK;12945;39;12945;44;ФОБОС однофазный сплит непосредственного включения;532,517;10,396;542,913;60,775;0;60,775;593,292;10,396;603,688
71;Морская, М27;;Морская;М27;;;;М27;;7C129D;8131229;01.04.2025 05:34 MSK;12945;31;12945;27;ФОБОС однофазный сплит непосредственного включения;7754,518;107,251;7861,769;3005,965;52,092;3058,057;10760,483;159,343;10919,826
72;Морская, М33;;Морская;М33;;;;М33;;7BF1E9;8122857;01.04.2025 05:53 MSK;12945;38;12945;39;ФОБОС однофазный сплит непосредственного включения;2957,067;44,117;3001,184;892,22;8,323;900,543;3849,287;52,44;3901,727
73;Морская, М34;;Морская;М34;;;;М34;;865EA8;8806056;01.04.2025 05:23 MSK;12945;37;12945;36;ФОБОС трёхфазный сплит непосредственного включения;155,696;0,43;156,126;68,276;0;68,276;223,972;0,43;224,402
74;Морская, М35;;Морская;М35;;;;М35;;715004;11068079;20.02.2025 19:44 MSK;12945;38;12945;33;ФОБОС однофазный непосредственного включения;8842,352;0;8842,352;4057,606;0;4057,606;12899,958;0;12899,958
75;Тихая;;Тихая;;;;;Тихая;;B0D0F3;11587827;27.03.2025 11:01 MSK;12945;54;12945;57;ФОБОС трёхфазный непосредственного включения;0,067;0;0,067;0;0;0;0,067;0;0,067
76;Тихая, 25;;Тихая;25;;;;25;;865BD2;8805330;19.03.2025 07:42 MSK;12945;59;12945;68;ФОБОС трёхфазный сплит непосредственного включения;9030,84;38,119;9068,959;4108,985;20,916;4129,901;13139,825;59,035;13198,86
77;Тихая, 25;;Тихая;25;;;;25;;A87F92;11042706;01.04.2025 05:44 MSK;12945;55;12945;53;ФОБОС трёхфазный сплит непосредственного включения;191,407;0;191,407;42,192;0;42,192;233,599;0;233,599
78;Тихая, 26;;Тихая;26;;;;26;;9109B6;9505206;01.04.2025 05:32 MSK;12945;48;12945;47;ФОБОС Лайт однофазный непосредственного включения;16676,482;734,162;17410,644;8476,654;343,459;8820,113;25153,136;1077,621;26230,757
79;Тихая, 27;;Тихая;27;;;;27;;927F0A;9600778;01.04.2025 05:39 MSK;12945;50;12945;52;ФОБОС Лайт однофазный непосредственного включения;1122,246;0,851;1123,097;538,324;0;538,324;1660,57;0,851;1661,421
80;Тихая, 28;;Тихая;28;;;;28;;A30B04;10685188;01.04.2025 05:19 MSK;12945;47;12945;48;ФОБОС Лайт однофазный непосредственного включения;178,7;4,631;183,331;14,163;0;14,163;192,863;4,631;197,494
81;Тихая, 38;;Тихая;38;;;;38;;853FC2;8732610;01.04.2025 05:29 MSK;12945;59;12945;58;ФОБОС однофазный сплит непосредственного включения;0,135;6,078;6,213;0;0;0;0,135;6,078;6,213
82;Тихая, 41;;Тихая;41;;;;Данченко Алексей Викторович;;7800F1;7864561;01.04.2025 05:16 MSK;12945;75;12945;74;ФОБОС однофазный сплит непосредственного включения;7399,323;406,115;7805,438;3222,66;173,75;3396,41;10621,983;579,865;11201,848
83;Тихая, 43;;Тихая;43;;;;43;;76438F;7750543;01.04.2025 05:22 MSK;12945;54;12945;55;ФОБОС однофазный сплит непосредственного включения;309,528;12,025;321,553;123,168;1,74;124,908;432,696;13,765;446,461
84;Тихая, 44;;Тихая;44;;;;Еремеева Оксана Геннадьевна;;7CE193;8184211;01.04.2025 05:53 MSK;12945;59;12945;58;ФОБОС однофазный сплит непосредственного включения;11,344;0,078;11,422;0,198;0,006;0,204;11,542;0,084;11,626
85;Тихая, 114;;Тихая;114;;;;Балагизьян Гурген Владимирович;;865E75;8806005;01.04.2025 05:39 MSK;12945;47;12945;50;ФОБОС трёхфазный сплит непосредственного включения;4211,574;287,317;4498,891;1143,926;161,902;1305,828;5355,5;449,219;5804,719
86;Тихая, 150;;Тихая;150;;;;150;;7A128E;8000142;01.04.2025 05:06 MSK;12945;62;12945;61;ФОБОС однофазный сплит непосредственного включения;0,75;0,001;0,751;0;0;0;0,75;0,001;0,751
87;Тихая, 185;;Тихая;185;;;;185;;865D2E;8805678;01.04.2025 05:44 MSK;12945;56;12945;51;ФОБОС трёхфазный сплит непосредственного включения;31435,218;672,474;32107,692;15302,157;376,584;15678,741;46737,375;1049,058;47786,433
88;Южная;;Южная;;;;;Морская;;84100F;8654863;01.04.2025 05:51 MSK;12945;26;12945;25;ФОБОС трёхфазный сплит непосредственного включения;66224,696;3164,776;69389,472;23476,508;1431,816;24908,324;89701,204;4596,592;94297,796
89;Южная, 30;;Южная;30;;;;30;;7CF3DB;8188891;01.04.2025 05:21 MSK;12945;52;12945;53;ФОБОС трёхфазный сплит непосредственного включения;20466,654;434,73;20901,384;8367,099;257,581;8624,68;28833,753;692,311;29526,064
90;Южная, 32;;Южная;32;;;;32;;851589;8721801;01.04.2025 05:44 MSK;12945;57;12945;57;ФОБОС однофазный сплит непосредственного включения;1517,511;0;1517,511;841,498;0;841,498;2359,009;0;2359,009
91;Южная, 33;;Южная;33;;;;33;;86025C;8782428;01.04.2025 05:38 MSK;12945;63;12945;63;ФОБОС трёхфазный сплит непосредственного включения;83,788;23,228;107,016;33,162;14,987;48,149;116,95;38,215;155,165
92;Южная, 34;;Южная;34;;;;34;;7ABCC0;8043712;01.04.2025 05:19 MSK;12945;38;12945;42;ФОБОС трёхфазный непосредственного включения;26184,69;744,384;26929,074;12462,513;370,267;12832,78;38647,203;1114,651;39761,854
93;Южная, 36;;Южная;36;;;;Белов Александр Викторович;;96128F;9835151;01.04.2025 05:38 MSK;12945;54;12945;54;ФОБОС трёхфазный сплит непосредственного включения;239,046;0;239,046;0,011;0;0,011;239,057;0;239,057
94;Южная, 100;;Южная;100;;;;100;;8FC584;9422212;01.04.2025 05:37 MSK;12945;51;12945;48;ФОБОС трёхфазный сплит непосредственного включения;16166,377;1782,585;17948,962;8207,211;876,994;9084,205;24373,588;2659,579;27033,167
95;Южная, 129;;Южная;129;;;;129;;948DA3;9735587;01.04.2025 05:17 MSK;12945;18;12945;16;ФОБОС Лайт однофазный непосредственного включения;1586,768;1,853;1588,621;541,833;1,161;542,994;2128,601;3,014;2131,615
96;Южная, 134;;Южная;134;;;;134;;7BF484;8123524;01.04.2025 05:32 MSK;12945;27;12945;26;ФОБОС однофазный сплит непосредственного включения;2563,761;34,668;2598,429;877,991;14,566;892,557;3441,752;49,234;3490,986
97;Южная, 135;;Южная;135;;;;135;;A72D9E;10956190;01.04.2025 05:07 MSK;12945;22;12945;20;ФОБОС Лайт однофазный непосредственного включения;183,029;1,455;184,484;10,244;0;10,244;193,273;1,455;194,728
98;Южная, 136;;Южная;136;;;;136;;715FD8;7430104;01.04.2025 05:18 MSK;12945;22;12945;22;ФОБОС однофазный непосредственного включения;171,795;0;171,795;93,174;0;93,174;264,969;0;264,969
99;Южная, 181;;Южная;181;;;;181;;8E61C7;9331143;01.04.2025 05:40 MSK;12945;51;12945;58;ФОБОС трёхфазный сплит непосредственного включения;9893,655;859,733;10753,388;4280,8;477,843;4758,643;14174,455;1337,576;15512,031
100;Южная, 184;;Южная;184;;;;184;;926B76;9595766;01.04.2025 05:43 MSK;12945;54;12945;51;ФОБОС трёхфазный сплит непосредственного включения;4384,426;2195,678;6580,104;2258,353;1150,577;3408,93;6642,779;3346,255;9989,034
101;Южная, 190;;Южная;190;;;;190;;9F0704;10422020;01.04.2025 05:40 MSK;12945;53;12945;53;ФОБОС трёхфазный сплит непосредственного включения;1294,66;20,975;1315,635;507,048;7,043;514,091;1801,708;28,018;1829,726
Итого потребление:;;;;;;;;;;;;;;;;;;;45209,826;;;26973,595;;;72183,422;
